symbol,entry_time,exit_time,dir,ep,sl,tp,exit_price,result,lot,eff_risk,half_pnl,equity_after,pnl_delta,month
US30,2025-03-07 13:00:00+00:00,2025-03-07 15:30:00+00:00,-1,42634.0,42697.55357142857,42485.616071428565,42634.0,BE,2.4682694112668795,0.02,11209.689607508211,1132178.6503583295,11209.689607508248,2025-03
USDJPY,2025-03-10 01:00:00+00:00,2025-03-12 00:13:00+00:00,-1,147.2878,148.15150714285713,145.1432321428572,148.15150714285713,SL,24405.934164734506,0.02,0.0,1027774.1574683215,-21079.579666181933,2025-03
EURGBP,2025-03-10 05:00:00+00:00,2025-03-10 07:48:00+00:00,1,0.83914,0.8387454285714285,0.8399514285714287,0.83914,BE,538949.5165130469,0.02,11687.538028454976,1180441.3408739525,11687.538028454874,2025-03
AUDUSD,2025-03-10 08:00:00+00:00,2025-03-10 08:52:00+00:00,1,0.632271,0.6313878214285714,0.6344754464285715,0.6313878214285714,SL,178685.768918775,0.02,0.0,1158573.9563761244,-23671.716319245985,2025-03
US30,2025-03-10 08:00:00+00:00,2025-03-10 11:45:00+00:00,-1,42597.6,42679.10785714286,42404.33035714285,42404.33035714285,TP,1.8833171028726816,0.02,11089.13925502755,1147302.1665472053,38388.241044450086,2025-03
AUDUSD,2025-03-10 10:00:00+00:00,2025-03-10 14:17:00+00:00,1,0.632681,0.6308814285714286,0.6371764285714285,0.6308814285714286,SL,85888.45850815861,0.02,0.0,1135389.5939798253,-23184.36239629914,2025-03
AUDUSD,2025-03-10 16:00:00+00:00,2025-03-10 18:41:00+00:00,-1,0.630639,0.6318880357142858,0.6275199107142855,0.6275199107142855,TP,125543.50706561946,0.02,11751.20853859365,1216240.667981413,41119.81412204821,2025-03
US30,2025-03-10 19:00:00+00:00,2025-03-10 22:04:00+00:00,-1,42292.65,42529.8,41710.274999999994,41710.274999999994,TP,0.6993553504049629,0.02,12281.55414729923,1270983.4992916293,42828.08456170629,2025-03
EURGBP,2025-03-10 22:00:00+00:00,2025-03-11 07:38:00+00:00,1,0.84137,0.8405966785714285,0.8431283035714285,0.8431283035714285,TP,187860.09751229544,0.015,8574.605750866685,1172699.162471843,29418.395689618075,2025-03
EURGBP,2025-03-11 12:00:00+00:00,2025-03-12 11:36:00+00:00,1,0.84377,0.8418580357142856,0.848374910714286,0.8418580357142856,SL,110090.35143023837,0.02,0.0,1270556.4145486075,-26640.622764968546,2025-03
US30,2025-03-11 13:00:00+00:00,2025-03-11 15:21:00+00:00,-1,42009.2,42084.75535714285,41830.81160714287,42009.2,BE,2.335657534405904,0.02,12709.834992916294,1283693.3342845456,12709.834992916323,2025-03
US30,2025-03-11 16:00:00+00:00,2025-03-11 18:00:00+00:00,-1,41869.7,42102.626249999994,41297.88437500001,41297.88437500001,TP,0.7518528325944568,0.02,12965.302676273912,1341739.6601070159,45209.39247962483,2025-03
AUDUSD,2025-03-12 01:00:00+00:00,2025-03-12 06:08:00+00:00,-1,0.629359,0.6301683571428571,0.6273391071428573,0.629359,BE,202551.76851829796,0.02,12280.062666007754,1240286.329266783,12280.062666007783,2025-03
US30,2025-03-12 06:00:00+00:00,2025-03-12 11:48:00+00:00,-1,41513.8,41600.74767857143,41306.930803571435,41600.74767857143,SL,2.13107288244287,0.02,0.0,1313945.8841077762,-27793.775999239646,2025-03
EURJPY,2025-03-12 07:00:00+00:00,2025-03-12 17:54:00+00:00,1,161.5961,161.27646785714285,162.38783035714286,161.5961,BE,68759.4211236119,0.02,10916.663165498714,1102582.97971537,10916.663165498758,2025-03
AUDUSD,2025-03-12 12:00:00+00:00,2025-03-12 12:30:00+00:00,-1,0.6286689999999999,0.6295818214285714,0.6263904464285712,0.6295818214285714,SL,181306.56893681217,0.02,0.0,1215069.0320402514,-24825.078189945314,2025-03
USDJPY,2025-03-12 13:00:00+00:00,2025-03-12 15:08:00+00:00,1,149.1332,148.22280178571427,151.3944955357143,148.22280178571427,SL,23644.08364225316,0.02,0.0,1049785.787225275,-21525.53152632946,2025-03
EURGBP,2025-03-12 16:00:00+00:00,2025-03-12 18:30:00+00:00,-1,0.84236,0.8433127857142857,0.8401530357142857,0.8401530357142857,TP,159256.90014601802,0.015,9083.263973475263,1242390.2183781725,31288.35524813761,2025-03
AUDUSD,2025-03-12 19:00:00+00:00,2025-03-13 03:58:00+00:00,1,0.6314810000000001,0.6304983928571428,0.6339340178571431,0.6314810000000001,BE,166695.29913817506,0.02,12272.197223606541,1239491.9195842606,12272.19722360652,2025-03
EURGBP,2025-03-12 19:00:00+00:00,2025-03-13 15:12:00+00:00,-1,0.83933,0.8413758214285714,0.8343904464285716,0.83933,BE,98887.71290142184,0.02,12423.902183781725,1254814.120561954,12423.90218378161,2025-03
