entry_time,exit_time,dir,pnl,result,exit_type,month
2025-10-01 05:00:00+00:00,2025-10-01 09:43:00+00:00,-1,103.86124999999709,win,HALF+TP,2025-10
2025-10-01 14:00:00+00:00,2025-10-01 15:15:00+00:00,-1,21.13696428571359,win,HALF+SL,2025-10
2025-10-01 16:00:00+00:00,2025-10-01 18:17:00+00:00,-1,-36.33785714285693,loss,SL,2025-10
2025-10-01 22:00:00+00:00,2025-10-02 03:11:00+00:00,-1,-18.120714285714712,loss,SL,2025-10
2025-10-02 07:00:00+00:00,2025-10-02 08:04:00+00:00,-1,-13.96232142857059,loss,SL,2025-10
2025-10-03 01:00:00+00:00,2025-10-03 03:01:00+00:00,-1,9.070000000005507,win,HALF+SL,2025-10
2025-10-03 04:00:00+00:00,2025-10-03 11:44:00+00:00,1,32.72821428571717,win,HALF+SL,2025-10
2025-10-03 12:00:00+00:00,2025-10-05 22:00:00+00:00,-1,-55.98892857142914,loss,SL,2025-10
2025-10-06 00:00:00+00:00,2025-10-06 00:16:00+00:00,1,-20.67928571428581,loss,SL,2025-10
2025-10-06 02:00:00+00:00,2025-10-06 07:19:00+00:00,1,116.14875000000211,win,HALF+TP,2025-10
2025-10-06 08:00:00+00:00,2025-10-06 15:55:00+00:00,1,-56.06124999999906,loss,SL,2025-10
2025-10-06 17:00:00+00:00,2025-10-07 03:11:00+00:00,1,79.52062500000352,win,HALF+TP,2025-10
2025-10-07 04:00:00+00:00,2025-10-07 21:20:00+00:00,1,174.5443750000021,win,HALF+TP,2025-10
2025-10-08 03:00:00+00:00,2025-10-08 12:34:00+00:00,1,123.26249999999561,win,HALF+TP,2025-10
2025-10-08 17:00:00+00:00,2025-10-09 00:34:00+00:00,1,25.098035714287903,win,HALF+SL,2025-10
2025-10-09 03:00:00+00:00,2025-10-09 04:37:00+00:00,1,-28.380714285714248,loss,SL,2025-10
2025-10-09 07:00:00+00:00,2025-10-09 09:13:00+00:00,1,44.75749999997731,win,HALF+TP,2025-10
2025-10-09 12:00:00+00:00,2025-10-09 16:07:00+00:00,1,-47.0226785714317,loss,SL,2025-10
2025-10-09 19:00:00+00:00,2025-10-10 06:22:00+00:00,1,-23.671071428569235,loss,SL,2025-10
2025-10-10 08:00:00+00:00,2025-10-10 09:35:00+00:00,1,13.601964285714985,win,HALF+SL,2025-10
2025-10-10 13:00:00+00:00,2025-10-10 14:43:00+00:00,1,-23.63857142857171,loss,SL,2025-10
2025-10-10 16:00:00+00:00,2025-10-10 23:51:00+00:00,-1,165.816250000006,win,HALF+TP,2025-10
2025-10-13 00:00:00+00:00,2025-10-13 01:21:00+00:00,-1,-28.14625000000035,loss,SL,2025-10
2025-10-13 04:00:00+00:00,2025-10-13 10:09:00+00:00,-1,-30.44392857142668,loss,SL,2025-10
