entry_time,exit_time,result,pnl,equity,tf,dir,pair
2026-02-18 10:00:00+00:00,2026-02-18 18:18:00+00:00,TP,35605.86205752497,4960986.28205552,4h,-1,EURUSD
2026-02-18 10:00:00+00:00,2026-02-18 13:00:00+00:00,SL,-20554.232322510645,7596012.163107741,4h,1,USDCHF
2026-02-18 11:00:00+00:00,2026-02-18 15:04:00+00:00,SL,9963.849610402813,5247185.569554654,1h,-1,AUDUSD
2026-02-18 13:00:00+00:00,2026-02-18 16:00:00+00:00,SL,9779.99906278936,5001291.194769757,1h,1,EURGBP
2026-02-18 14:00:00+00:00,2026-02-19 13:09:00+00:00,TP,35656.12248283142,4996642.404538352,4h,-1,EURUSD
2026-02-18 14:00:00+00:00,2026-02-19 12:00:00+00:00,TP,35637.81763791792,5910882.121670887,4h,-1,GBPUSD
2026-02-18 14:00:00+00:00,2026-02-19 15:33:00+00:00,SL,9985.655002817755,5257171.224557471,4h,-1,AUDUSD
2026-02-18 14:00:00+00:00,2026-02-19 14:15:00+00:00,TP,35573.608191421736,7631585.771299163,1h,1,USDCHF
2026-02-18 15:00:00+00:00,2026-02-18 16:15:00+00:00,SL,-21567.701091137715,4979723.493678619,1h,1,EURGBP
2026-02-19 05:00:00+00:00,2026-02-19 06:24:00+00:00,SL,-20590.78392993398,4976051.620608418,1h,-1,EURUSD
2026-02-19 06:00:00+00:00,2026-02-19 13:00:00+00:00,TP,35525.918520846586,7667111.689820009,4h,1,USDCHF
2026-02-19 06:00:00+00:00,2026-02-19 06:27:00+00:00,SL,-20590.78392993398,4955460.836678484,4h,-1,EURUSD
2026-02-19 06:00:00+00:00,2026-02-19 07:46:00+00:00,SL,-20715.827489465108,5890166.294181421,4h,-1,GBPUSD
2026-02-19 08:00:00+00:00,2026-02-19 10:15:00+00:00,TP,35413.50524201659,7702525.195062025,1h,1,USDCHF
2026-02-19 09:00:00+00:00,2026-02-19 11:15:00+00:00,TP,35480.62142828364,7738005.816490309,1h,1,USDCHF
2026-02-19 10:00:00+00:00,2026-02-20 08:00:00+00:00,TP,35650.018245512634,7773655.834735822,4h,1,USDCHF
2026-02-19 10:00:00+00:00,2026-02-19 11:32:00+00:00,TP,35582.303847187155,5925748.598028609,1h,-1,GBPUSD
2026-02-19 12:00:00+00:00,2026-02-20 10:45:00+00:00,SL,-21063.58522145594,4958659.908457163,4h,1,EURGBP
2026-02-19 12:00:00+00:00,2026-02-19 15:02:00+00:00,SL,9979.161937516275,5267150.386494988,1h,-1,AUDUSD
2026-02-19 14:00:00+00:00,2026-02-22 23:40:00+00:00,SL,-20611.57558148692,5905137.022447121,4h,-1,GBPUSD
2026-02-19 14:00:00+00:00,2026-02-22 23:20:00+00:00,SL,-20574.329031615966,4934886.507646869,4h,-1,EURUSD
