entry_time,direction,entry_price,sl,status,exit_time,exit_price,pnl
2026-01-23 01:34:00,LONG,1.59567,1.56552,CLOSED,2026-01-23 05:34:00,1.58537,-102.99999999999976
2026-01-23 03:01:00,LONG,1.59575,1.5649899999999999,CLOSED,2026-01-23 07:01:00,1.58888,-68.69999999999932
2026-01-23 04:41:00,LONG,1.5963100000000001,1.56607,CLOSED,2026-01-23 08:41:00,1.5835,-128.1000000000021
2026-01-23 05:02:00,LONG,1.59535,1.56521,CLOSED,2026-01-23 09:02:00,1.5807,-146.5000000000005
2026-01-23 05:19:00,LONG,1.59497,1.5647199999999999,CLOSED,2026-01-23 09:19:00,1.5807,-142.70000000000005
2026-01-23 06:03:00,LONG,1.59606,1.56579,CLOSED,2026-01-23 10:03:00,1.58026,-158.00000000000037
2026-01-23 06:31:00,LONG,1.59644,1.56546,CLOSED,2026-01-23 10:31:00,1.58126,-151.79999999999973
2026-01-23 13:06:00,SHORT,1.57183,1.60201,CLOSED,2026-01-23 17:06:00,1.57479,-29.599999999998516
2026-01-23 14:05:00,SHORT,1.57315,1.60338,CLOSED,2026-01-23 18:05:00,1.56408,90.70000000000134
2026-01-23 14:29:00,SHORT,1.5726,1.60294,CLOSED,2026-01-23 18:29:00,1.56035,122.50000000000094
2026-01-23 16:46:00,SHORT,1.56561,1.59652,CLOSED,2026-01-23 20:46:00,1.55841,71.99999999999874
2026-01-23 17:36:00,SHORT,1.55637,1.58902,CLOSED,2026-01-23 21:36:00,1.55791,-15.399999999998748
2026-01-23 18:31:00,SHORT,1.5506199999999999,1.58242,CLOSED,2026-01-23 22:31:00,,
2026-01-23 20:31:00,SHORT,1.54859,1.57919,CLOSED,2026-01-24 00:31:00,,
2026-01-23 20:49:00,SHORT,1.54836,1.57871,CLOSED,2026-01-24 00:49:00,,
2026-01-23 21:19:00,SHORT,1.54715,1.5773,CLOSED,2026-01-24 01:19:00,,
2026-01-23 21:34:00,SHORT,1.54755,1.5781,CLOSED,2026-01-24 01:34:00,,
2026-01-25 22:18:00,SHORT,1.54086,1.5719,CLOSED,2026-01-26 02:18:00,1.54091,-0.5000000000010552
2026-01-25 23:05:00,SHORT,1.5365199999999999,1.56793,CLOSED,2026-01-26 03:05:00,1.54101,-44.90000000000105
2026-01-26 00:04:00,SHORT,1.54156,1.57344,CLOSED,2026-01-26 04:04:00,1.54187,-3.1000000000003247
2026-01-26 00:48:00,SHORT,1.5381,1.56899,CLOSED,2026-01-26 04:48:00,1.53934,-12.399999999999078
2026-01-26 02:16:00,SHORT,1.53044,1.56257,CLOSED,2026-01-26 06:16:00,1.54339,-129.50000000000017
2026-01-26 02:52:00,SHORT,1.53054,1.56093,CLOSED,2026-01-26 06:52:00,1.54098,-104.40000000000005
2026-01-26 03:18:00,SHORT,1.53286,1.56338,CLOSED,2026-01-26 07:18:00,1.54083,-79.70000000000033
2026-01-26 03:39:00,SHORT,1.5322,1.56252,CLOSED,2026-01-26 07:39:00,1.54064,-84.40000000000003
2026-01-26 05:05:00,SHORT,1.5304,1.56093,CLOSED,2026-01-26 09:05:00,1.53966,-92.60000000000046
2026-01-26 07:42:00,SHORT,1.53082,1.56139,CLOSED,2026-01-26 11:42:00,1.5368,-59.79999999999875
2026-01-26 09:01:00,SHORT,1.52984,1.56138,CLOSED,2026-01-26 13:01:00,1.54164,-117.99999999999811
2026-01-26 09:41:00,SHORT,1.52616,1.55675,CLOSED,2026-01-26 13:41:00,1.54183,-156.70000000000073
2026-01-26 10:32:00,SHORT,1.5275,1.55808,CLOSED,2026-01-26 14:32:00,1.53885,-113.49999999999972
2026-01-26 12:51:00,SHORT,1.53129,1.56188,CLOSED,2026-01-26 16:51:00,1.53857,-72.79999999999953
2026-01-26 13:06:00,SHORT,1.53273,1.56338,CLOSED,2026-01-26 17:06:00,1.53915,-64.20000000000093
2026-01-26 13:37:00,SHORT,1.53202,1.56259,CLOSED,2026-01-26 17:37:00,1.53999,-79.70000000000033
2026-01-26 14:03:00,SHORT,1.53094,1.56134,CLOSED,2026-01-26 18:03:00,1.53977,-88.30000000000115
2026-01-26 14:54:00,SHORT,1.52836,1.55861,CLOSED,2026-01-26 18:54:00,1.5413,-129.39999999999952
2026-01-26 15:21:00,SHORT,1.52857,1.55882,CLOSED,2026-01-26 19:21:00,1.54264,-140.70000000000027
2026-01-26 17:04:00,SHORT,1.52908,1.55941,CLOSED,2026-01-26 21:04:00,1.54061,-115.30000000000041
2026-01-26 17:31:00,SHORT,1.53047,1.56112,CLOSED,2026-01-26 21:31:00,1.54203,-115.60000000000015
2026-01-26 17:48:00,SHORT,1.53047,1.56057,CLOSED,2026-01-26 21:48:00,1.5425,-120.29999999999986
2026-01-26 19:16:00,SHORT,1.53249,1.56275,CLOSED,2026-01-26 23:16:00,1.54236,-98.70000000000046
2026-01-26 20:55:00,SHORT,1.53094,1.56108,CLOSED,2026-01-27 00:55:00,1.5429,-119.59999999999971
2026-01-26 22:32:00,SHORT,1.5314699999999999,1.56185,CLOSED,2026-01-27 02:32:00,1.54217,-107.00000000000153
2026-01-26 23:03:00,SHORT,1.53215,1.56227,CLOSED,2026-01-27 03:03:00,1.54287,-107.20000000000063
2026-01-26 23:18:00,SHORT,1.53218,1.56239,CLOSED,2026-01-27 03:18:00,1.54297,-107.89999999999856
2026-01-27 01:05:00,SHORT,1.53356,1.56387,CLOSED,2026-01-27 05:05:00,1.54592,-123.59999999999927
